. ,FLAG_NM,CRTFC_NO_CN,AREA_NM,SAFE_CNSDR_ACT_AT,FULL_AGE9_12_TRGET_NMPR_CN,FULL_AGE13_15_TRGET_NMPR_CN,FULL_AGE16_18_TRGET_NMPR_CN,FULL_AGE19_24_TRGET_NMPR_CN,TRGET_AGE_ETC_NMPR_CN,TOT_TRGET_NMPR_CN,PROGRM_NM,INSTT_NM,VALID_PD_BEGIN_DE,VALID_PD_END_DE,OPER_STATE_NM,ADDR
1103,활동,4645F07B-07431,제주특별자치도,N,0명,420명,0명,0명,0명,420명,생각하는 놀이터,(주)부영주택 제주부영청소년수련원,20180404,20240402,인증,제주특별자치도 서귀포시 중문상로17번길 52-17 (중문동) 제주부영청소년수련원
1104,개별,0018G04A-MD0035,전라북도,N,50명,0명,0명,0명,0명,50명,스포츠클라이밍 (초등학교),임실군청소년수련원,20180404,20240402,인증,전북 임실군 관촌면 덕천리 481-10번지
1105,개별,0018G04C-MD0033,전라북도,N,0명,0명,50명,0명,0명,50명,스포츠클라이밍 (고등학교),임실군청소년수련원,20180404,20240402,인증,전북 임실군 관촌면 덕천리 481-10번지
1106,활동,2543A08F-08369,경기도,N,60명,60명,0명,0명,0명,120명,STS창의과학진로캠프-STS그린스쿨-기후의 습격 지구온난화[1일],(주)에스티에스연구소,20190403,20240402,인증,"경기도 수원시 권선구 수성로 8 (구운동) 3층 304호(구운동, 경기중소기업성장지원센터)"
1107,활동,3236F07A-08380,경상북도,N,170명,0명,0명,0명,0명,170명,[초등학교 2박3일] 하이(High) 리더십 캠프,안동시청소년수련원,20190403,20240402,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1108,개별,0018G05C-MD0039,전라북도,N,0명,0명,50명,0명,0명,50명,임실 치즈 체험 (고등학교),임실군청소년수련원,20180404,20240402,인증,전북 임실군 관촌면 덕천리 481-10번지
1109,개별,0018G05B-MD0037,전라북도,N,0명,200명,0명,0명,0명,200명,캠프파이어 (중학교),임실군청소년수련원,20180404,20240402,인증,전북 임실군 관촌면 덕천리 481-10번지
1110,활동,0565F07C-08422,광주광역시,N,0명,0명,390명,0명,0명,390명,인성수련 'Here and now'(고등학교 2박3일),광주광역시청소년수련원,20190403,20240402,인증,광주광역시 서구 학생독립로 37 (화정동) 광주광역시청소년수련원
1111,활동,0565F07B-08420,광주광역시,N,0명,390명,0명,0명,0명,390명,인성수련 삶의 주인공 우리(중학교 1박2일),광주광역시청소년수련원,20190403,20240402,인증,광주광역시 서구 학생독립로 37 (화정동) 광주광역시청소년수련원
1112,활동,3236F07A-08377,경상북도,N,170명,0명,0명,0명,0명,170명,[초등학교 1박2일] 하이(High) 리더십 캠프,안동시청소년수련원,20190403,20240402,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1113,활동,2543A08F-08367,경기도,N,60명,60명,0명,0명,0명,120명,STS창의과학진로캠프 - 빛으로 물든 화학(1일),(주)에스티에스연구소,20190403,20240402,인증,"경기도 수원시 권선구 수성로 8 (구운동) 3층 304호(구운동, 경기중소기업성장지원센터)"
1114,활동,2543A08C-08370,경기도,N,0명,0명,120명,0명,0명,120명,STS창의과학진로캠프-생활 속의 분석화학[1일],(주)에스티에스연구소,20190403,20240402,인증,"경기도 수원시 권선구 수성로 8 (구운동) 3층 304호(구운동, 경기중소기업성장지원센터)"
1115,개별,0018G04B-MD0031,전라북도,N,0명,50명,0명,0명,0명,50명,서바이벌 (중학교),임실군청소년수련원,20180404,20240402,인증,전북 임실군 관촌면 덕천리 481-10번지
1116,개별,0018G05C-MD0036,전라북도,N,0명,0명,200명,0명,0명,200명,캠프파이어 (고등학교),임실군청소년수련원,20180404,20240402,인증,전북 임실군 관촌면 덕천리 481-10번지
1117,개별,0018G04B-MD0034,전라북도,N,0명,50명,0명,0명,0명,50명,스포츠클라이밍 (중학교),임실군청소년수련원,20180404,20240402,인증,전북 임실군 관촌면 덕천리 481-10번지
1118,개별,0018G04C-MD0030,전라북도,N,0명,0명,50명,0명,0명,50명,서바이벌 (고등학교),임실군청소년수련원,20180404,20240402,인증,전북 임실군 관촌면 덕천리 481-10번지
1119,활동,0479F07A-08374,충청북도,N,150명,0명,0명,0명,0명,150명,초등학생을 위한 리더십캠프(초등학교 1박2일),(주)속리산알프스수련원,20190403,20240402,인증,충북 보은군 산외면 동화리 3-1
1120,활동,2797A07A-07389,경기도,N,70명,0명,0명,0명,0명,70명,즐거운 농촌체험활동,일영농원,20180404,20240402,인증,경기 양주시 장흥면 삼상리 일영로502길222-68
1121,활동,1633D07C-08373,인천광역시,N,0명,0명,360명,0명,0명,360명,드림하이-꿈꾸는청소년2(고등학교 2박3일),(주)강화로얄호스텔,20190403,20240402,인증,인천 강화군 길상면 선두리 1∼968 93-8. 강화로얄유스호스텔
1122,활동,3298F04B-08407,경상남도,Y,0명,350명,0명,0명,0명,350명,금오산을 정복하라(중학교 2박3일),하동군청소년수련원,20190403,20240402,인증,경상남도 하동군 금남면 경충로 493-9 하동군청소년수련원
1123,활동,3298F04C-08408,경상남도,Y,0명,0명,350명,0명,0명,350명,금오산을 정복하라(고등학교 2박3일),하동군청소년수련원,20190403,20240402,인증,경상남도 하동군 금남면 경충로 493-9 하동군청소년수련원
1124,활동,1633D07A-08372,인천광역시,N,360명,0명,0명,0명,0명,360명,드림하이 -꿈꾸는청소년2(초등학교 2박3일),(주)강화로얄호스텔,20190403,20240402,인증,인천 강화군 길상면 선두리 1∼968 93-8. 강화로얄유스호스텔
1125,개별,0018G05A-MD0041,전라북도,N,50명,0명,0명,0명,0명,50명,임실 치즈 체험 (초등학교),임실군청소년수련원,20180404,20240402,인증,전북 임실군 관촌면 덕천리 481-10번지
1126,개별,0018G05A-MD0038,전라북도,N,200명,0명,0명,0명,0명,200명,캠프파이어 (초등학교),임실군청소년수련원,20180404,20240402,인증,전북 임실군 관촌면 덕천리 481-10번지
1127,활동,5202B06B-08411,경상북도,N,0명,15명,0명,0명,0명,15명,안강-자원봉사로 성장하는 청소년,경주시 안강 청소년문화의집,20190403,20240402,인증,경상북도 경주시 안강읍 안현로 1476 안강청소년문화의집
1128,개별,3236G07B-MD0267,경상북도,N,0명,170명,0명,0명,0명,170명,중학교 하회엔티어링,안동시청소년수련원,20190403,20240402,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1129,개별,3236G07C-MD0269,경상북도,N,0명,0명,170명,0명,0명,170명,고등학교 리얼 서바이벌,안동시청소년수련원,20190403,20240402,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1130,활동,3236F07C-08382,경상북도,N,0명,0명,170명,0명,0명,170명,[고등학교 2박3일] 하이(High) 리더십 캠프,안동시청소년수련원,20190403,20240402,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1131,개별,0018G05B-MD0040,전라북도,N,0명,50명,0명,0명,0명,50명,임실 치즈 체험 (중학교),임실군청소년수련원,20180404,20240402,인증,전북 임실군 관촌면 덕천리 481-10번지
1132,활동,3236F07B-08381,경상북도,N,0명,170명,0명,0명,0명,170명,[중학교 2박3일] 하이(High) 리더십 캠프,안동시청소년수련원,20190403,20240402,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1133,개별,3236G07C-MD0268,경상북도,N,0명,0명,170명,0명,0명,170명,고등학교 하회엔티어링,안동시청소년수련원,20190403,20240402,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1134,활동,3236F07C-08379,경상북도,N,0명,0명,170명,0명,0명,170명,[고등학교 1박2일] 하이(High) 리더십 캠프,안동시청소년수련원,20190403,20240402,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1135,활동,1537F07C-08394,경기도,N,0명,0명,150명,0명,0명,150명,간부수련활동(1박2일 고등학교),양주시청소년수련원,20190403,20240402,인증,경기도 양주시 덕계동 평화로1475번길 623 양주시청소년수련원
1136,활동,1537F07B-08393,경기도,N,0명,150명,0명,0명,0명,150명,간부수련활동(1박2일 중학교),양주시청소년수련원,20190403,20240402,인증,경기도 양주시 덕계동 평화로1475번길 623 양주시청소년수련원
1137,활동,1537F07B-08395,경기도,N,0명,300명,0명,0명,0명,300명,학년수련활동(1박2일 중학교),양주시청소년수련원,20190403,20240402,인증,경기도 양주시 덕계동 평화로1475번길 623 양주시청소년수련원
1138,활동,1235D07B-08390,경기도,N,0명,70명,0명,0명,0명,70명,리더십 체험학습 중학교 2박3일,김포로그밸리청소년수련원,20190403,20240402,인증,경기 김포시 대곶면 대벽리 850-2
1139,활동,5221D04A-08392,경기도,N,150명,0명,0명,0명,0명,150명,안성마춤 힐링캠핑(초등학교 1박2일),안성시청(안성시다목적야영장),20190403,20240401,인증,경기도 안성시 죽산면 용설호수길 55-33 안성시다목적야영장
1140,개별,1578G04C-MD0245,전라남도,N,0명,0명,320명,0명,0명,320명,내 집 디자인하기,사)삼동청소년회완도청소년수련원,20190403,20240401,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
1141,개별,1578G04B-MD0246,전라남도,N,0명,320명,0명,0명,0명,320명,협력 서바이벌(중학교),사)삼동청소년회완도청소년수련원,20190403,20240401,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
1142,활동,0927F04A-08376,충청북도,Y,500명,0명,0명,0명,0명,500명,GO!GO! 캠프1 (초등학교 2박3일),청소년수련마을보람원,20190403,20240401,인증,충북 괴산군 청천면 산 14-1
1143,개별,1578G04C-MD0247,전라남도,N,0명,0명,320명,0명,0명,320명,협력 서바이벌 게임(고등학교),사)삼동청소년회완도청소년수련원,20190403,20240401,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
1144,활동,4988A09A-09149,서울특별시,N,30명,0명,0명,0명,0명,30명,작은 지구 만들기,도봉숲속마을,20200401,20240331,인증,서울특별시 도봉구 도봉산길 54-14 (도봉동) 도봉숲속마을 청소년수련원
1145,개별,0661G02B-MD0512,충청남도,N,0명,60명,0명,0명,0명,60명,상상 블록 만들기(중학교),부여군청소년수련원,20200401,20240331,인증,충청남도 부여군 충화면 가화리 313 부여군청소년수련원
1146,활동,1066B07C-09157,경기도,N,0명,0명,30명,0명,0명,30명,장애를 넘어 두 빛의 행복,안산청소년문화의집,20200401,20240331,인증,경기 안산시 단원구 선부동 1070-10 차량등록사업소 3층
1147,활동,1135B01F-09205,부산광역시,N,0명,0명,5명,5명,0명,10명,청소년 퍼스널트레이닝(PT) -초급/머신류-,금곡청소년수련관,20200401,20240331,인증,부산 북구 금곡동 100-1번지 금곡청소년수련관
1148,활동,0610F07B-09154,부산광역시,N,0명,180명,0명,0명,0명,180명,자신감UP 인성Up 리더십 UP(중학교 1박2일),부산관광공사아르피나,20200401,20240331,인증,부산 해운대구 우동 1417 부산유스호스텔 아르피나
1149,활동,0144B01B-09216,대구광역시,N,0명,20명,0명,0명,0명,20명,코트의 법칙,수성구청소년수련관,20200401,20240331,인증,대구광역시 수성구 청수로45길 100 (황금동) 수성구청소년수련관
1150,활동,0942A07F-09186,전라북도,N,10명,20명,10명,0명,0명,40명,민주시민교육프로그램 '민주주의 클라쓰',군산청소년수련관,20200401,20240331,인증,전북 군산시 송풍동 청소년회관로 75
1151,활동,0561A07B-09144,대구광역시,N,0명,20명,0명,0명,0명,20명,대JOB탈출,대구광역시달서구청소년수련관,20200401,20240331,인증,대구광역시 달서구 상화로 420 (상인동) 대구광역시달서구청소년수련관
1152,활동,3568A02A-09195,대구광역시,N,50명,0명,0명,0명,0명,50명,"천문프로그램 ""별 헤는 밤""",수성구청소년수련원,20200401,20240331,인증,대구광역시 수성구 진밭길 409 수성구청소년수련원 .
1153,활동,0942A07F-09140,전라북도,N,40명,40명,20명,0명,0명,100명,청소년 SEL프로그램 'Why not',군산청소년수련관,20200401,20240331,인증,전북 군산시 송풍동 청소년회관로 75
1154,활동,0103A07F-09150,대전광역시,N,6명,6명,0명,0명,0명,12명,효심을 가득 담아,도솔청소년문화의집,20200401,20240331,인증,대전 서구 도마동 426번지 도솔청소년문화의집
1155,활동,0561B07F-09194,대구광역시,N,0명,0명,3명,2명,0명,5명,우리동네 버스킹,대구광역시달서구청소년수련관,20200401,20240331,인증,대구광역시 달서구 상화로 420 (상인동) 대구광역시달서구청소년수련관
1156,활동,3568D07F-09196,대구광역시,N,0명,30명,30명,0명,0명,60명,"청소년리더십성장프로그램 ""리더 인 미""",수성구청소년수련원,20200401,20240331,인증,대구광역시 수성구 진밭길 409 수성구청소년수련원 .
1157,활동,0063B09A-09141,경기도,N,40명,0명,0명,0명,0명,40명,논생물탐험대,통진청소년문화의집,20200401,20240331,인증,경기 김포시 통진읍 도사리 434-6번지
1158,개별,0661G01B-MD0515,충청남도,N,0명,100명,0명,0명,0명,100명,한마음제기차기(중학교),부여군청소년수련원,20200401,20240331,인증,충청남도 부여군 충화면 가화리 313 부여군청소년수련원
1159,활동,0126B06B-09152,서울특별시,N,0명,20명,0명,0명,0명,20명,알바청굿 : 알바를 바르게 하는 청소년의 굿JOB!,목동청소년센터,20200401,20240331,인증,서울특별시 양천구 목동서로 143 (목동) (목동 918)
1160,활동,0126B07B-09202,서울특별시,N,0명,20명,0명,0명,0명,20명,나를 찾아줘,목동청소년센터,20200401,20240331,인증,서울특별시 양천구 목동서로 143 (목동) (목동 918)
1161,활동,2321A05C-09207,경상남도,N,0명,0명,180명,0명,0명,180명,사천시 청소년 역사문화탐방 「내 고장 명소 따라잡기」,사천청소년문화의집,20200401,20240331,종료,경상남도 사천시 사천읍 선평길 29 사천청소년문화의집
1162,개별,0661G07B-MD0516,충청남도,N,0명,300명,0명,0명,0명,300명,효 예절 프로그램(사자소학)(중학교),부여군청소년수련원,20200401,20240331,인증,충청남도 부여군 충화면 가화리 313 부여군청소년수련원
1163,활동,0126B06F-09153,서울특별시,N,0명,10명,10명,0명,0명,20명,바른말로 다함께 렛츠고!,목동청소년센터,20200401,20240331,인증,서울특별시 양천구 목동서로 143 (목동) (목동 918)
1164,활동,1100B01A-09220,경상북도,N,25명,0명,0명,0명,0명,25명,당신의 안전 스위치를 켜라!(초등학교),영주청소년문화의집,20200401,20240331,인증,경북 영주시 영주동 광복로 63
1165,활동,0561B07C-09145,대구광역시,N,0명,0명,20명,0명,0명,20명,실로 만든 세상,대구광역시달서구청소년수련관,20200401,20240331,인증,대구광역시 달서구 상화로 420 (상인동) 대구광역시달서구청소년수련관
